award_id,generated_internal_id,recipient_name,recipient_uei,award_amount,total_obligation,potential_total_value,start_date,end_date,award_type,awarding_agency,awarding_sub_agency,funding_agency,naics_code,naics_description,psc_code,psc_description,pop_state,pop_city,pop_country,number_of_offers,extent_competed,description
FA853324F0061,CONT_AWD_FA853324F0061_9700_FA853423D0005_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,28573708.0,28573708.0,,2024-07-18,2026-12-15,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,SELF-CONTAINED BREATHING APPARATUS (SCBA)
FA853423F0050,CONT_AWD_FA853423F0050_9700_FA853423D0005_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,17594030.0,17594030.0,,2023-03-30,2024-03-11,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,SELF-CONTAINED BREATHING APPARATUS
70Z04024F62306B00,CONT_AWD_70Z04024F62306B00_7008_70Z04024D62301B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,15306957.92,15306957.92,,2024-09-25,2025-07-10,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339112,Surgical and Medical Instrument Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,DELIVERY ORDER 70Z04024F62306B00 UNDER MSA CONTRACT 70Z04024D62301B00Y00 FOR G1 SELF CONTAINED BREATHING APPARATUS (SCBA) PARTS AND ASSEMBLIES.
FA853423F0045,CONT_AWD_FA853423F0045_9700_FA853423D0005_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,14744460.0,14744460.0,,2023-03-24,2025-08-15,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,SELF-CONTAINED BREATHING APPARATUS
70Z04024F62138B00,CONT_AWD_70Z04024F62138B00_7008_70Z04024D62301B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,7093774.8,7093774.8,,2024-08-22,2024-11-22,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339112,Surgical and Medical Instrument Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,1. CONTRACTOR SHALL PROVIDE SELF-CONTAINED BREATHING APPARATUS (SCBA) ASSEMBLY AND RELATED PARTS.
75A50121C00067,CONT_AWD_75A50121C00067_7505_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,4062500.0,4062500.0,,2021-07-23,2022-02-22,DEFINITIVE CONTRACT,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,Department of Health and Human Services,339113,Surgical Appliance and Supplies Manufacturing,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",GA,BLOOMINGDALE,UNITED STATES,27,A,PURCHASE ELASTOMERIC HALF MASK RESPIRATORS (EHMR) AND ADDITIONAL P100 FILTERS IN RESPONSE TO COVID-19.
N0010426FYY00,CONT_AWD_N0010426FYY00_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3892411.0,3892411.0,,2025-10-27,2026-11-23,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,STYX SENSOR MODULE
FA853325F0090,CONT_AWD_FA853325F0090_9700_FA853423D0005_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3116396.0,3116396.0,,2025-07-09,2027-03-15,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,SELF-CONTAINED BREATHING APPARATUS (SCBA)
FA853324F0077,CONT_AWD_FA853324F0077_9700_FA853423D0005_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3016268.0,3016268.0,,2024-09-26,2027-01-15,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,SELF-CONTAINED BREATHING APPARATUS (SCBA)
N0010423FYY01,CONT_AWD_N0010423FYY01_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,2907883.44,2907883.44,,2023-07-11,2024-06-05,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,STYX SENSOR MODULE
15JPSS24F00000949,CONT_AWD_15JPSS24F00000949_1501_47QSMS24D0018_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,2810488.7,2810488.7,,2024-09-30,2026-09-29,DELIVERY ORDER,Department of Justice,"Offices, Boards and Divisions",Department of Justice,339112,Surgical and Medical Instrument Manufacturing,R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,MD,SILVER SPRING,UNITED STATES,2,A,FY24 DOJ MULTIMEDIA SERVICES
N0010423CJA04,CONT_AWD_N0010423CJA04_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,2285560.8,2285560.8,,2022-11-04,2023-07-12,DEFINITIVE CONTRACT,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,C,STYX SENSOR MODULE
N0010425FYY02,CONT_AWD_N0010425FYY02_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,2285085.0,2285085.0,,2024-12-31,2025-10-27,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,STYX SENSOR MODULE
N0010424FYY03,CONT_AWD_N0010424FYY03_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,2240280.0,2240280.0,,2024-04-02,2024-09-30,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,STYX SENSOR MODULE
N0010423FYY00,CONT_AWD_N0010423FYY00_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,2240280.0,2240280.0,,2023-08-17,2024-02-13,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,SENSOR MODULE
N0010422CJA22,CONT_AWD_N0010422CJA22_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,2204100.0,2204100.0,,2022-09-20,2022-12-19,DEFINITIVE CONTRACT,Department of Defense,Department of the Navy,Department of Defense,334412,Bare Printed Circuit Board Manufacturing,6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,2,D,"MODULE,SAMPLING-SAM"
N0010422CJA10,CONT_AWD_N0010422CJA10_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,2116260.0,2116260.0,,2022-08-02,2023-03-30,DEFINITIVE CONTRACT,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,C,STYX SENSOR MODULE
FA853325F0089,CONT_AWD_FA853325F0089_9700_FA853423D0005_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,1957186.0,1957186.0,,2025-07-09,2025-08-15,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,SELF-CONTAINED BREATHING APPARATUS (SCBA)
N0010425FYY08,CONT_AWD_N0010425FYY08_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,1168730.0,1168730.0,,2025-08-11,2026-02-09,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,"MODULE,SAMPLING-SAM"
N0010423FYY07,CONT_AWD_N0010423FYY07_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,1091891.4,1091891.4,,2023-08-17,2024-02-13,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,"MODULE,SAMPLING-SAM"
N0010424FYY02,CONT_AWD_N0010424FYY02_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,1060646.4,1060646.4,,2023-11-13,2024-04-11,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,"MODULE,NETWORK"
N0010424FYY00,CONT_AWD_N0010424FYY00_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,1060646.4,1060646.4,,2024-03-12,2024-08-09,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,"MODULE,NETWORK"
N0010423FYY06,CONT_AWD_N0010423FYY06_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,1060646.4,1060646.4,,2023-08-04,2024-02-29,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,"MODULE,NETWORK"
70FB7020F00000111,CONT_AWD_70FB7020F00000111_7022_70FB7020D00000009_7022,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,994789.78,994789.78,,2020-05-06,2020-06-30,DELIVERY ORDER,Department of Homeland Security,Federal Emergency Management Agency,Department of Homeland Security,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",DC,WASHINGTON,UNITED STATES,,C,MSA ORDER FOR PPE SUPPLIES IN SUPPORT OF THE NATIONAL EMERGENCY DECLARATION FOR COVID 19.
70Z04026F62462B00,CONT_AWD_70Z04026F62462B00_7008_70Z04024D62301B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,787498.2,787498.2,,2026-03-25,2026-06-25,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339112,Surgical and Medical Instrument Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,DELIVERY ORDER UNDER MSA CONTRACT 70Z04024D62301B00Y00 FOR CLIN 1071 G1 SELF CONTAINED BREATHING APPARATUS (SCBA) CYLINDERS
N0010424PJC93,CONT_AWD_N0010424PJC93_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,776222.56,776222.56,,2024-09-30,2026-01-30,PURCHASE ORDER,Department of Defense,Department of the Navy,Department of Defense,334412,Bare Printed Circuit Board Manufacturing,6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,G,REFRIGERANT MONITOR
70Z04023F61808B00,CONT_AWD_70Z04023F61808B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,651525.24,651525.24,,2023-03-16,2023-06-13,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,8120,COMMERCIAL AND INDUSTRIAL GAS CYLINDERS,MD,CURTIS BAY,UNITED STATES,,G,1. CONTRACTOR SHALL PROVIDE CLYLINDER & VALVE ASSEMBLY.
1605C424F00024,CONT_AWD_1605C424F00024_1605_47QSMS24D0018_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,603603.0,603603.0,,2024-09-04,2024-10-07,DELIVERY ORDER,Department of Labor,Office of the Assistant Secretary for Administration and Management,Department of Labor,339112,Surgical and Medical Instrument Manufacturing,6830,GASES: COMPRESSED AND LIQUEFIED,PA,CRANBERRY TOWNSHIP,UNITED STATES,11,A,TO PROCURE ALTAIR GAS MONITORS FOR MSHA (MSHE DIVISION)
SPE7M923P0368,CONT_AWD_SPE7M923P0368_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,592100.0,592100.0,,2023-03-23,2023-10-19,PURCHASE ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,14,F,"8509782362!DETECTOR,GAS"
N0010425FYY03,CONT_AWD_N0010425FYY03_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,572907.5,572907.5,,2024-12-31,2025-08-28,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,"MODULE,SAMPLING-SAM"
N0010424FYY05,CONT_AWD_N0010424FYY05_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,572907.5,572907.5,,2024-09-04,2025-05-02,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,"MODULE,SAMPLING-SAM"
1645BC17F00003,CONT_AWD_1645BC17F00003_1605_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,520863.24,520863.24,,2017-04-01,2021-04-21,DELIVERY ORDER,Department of Labor,Office of the Assistant Secretary for Administration and Management,Department of Labor,315999,Other Apparel Accessories and Other Apparel Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,5,A,IDIQ FOR ALTAIR 4X MULTI-GAS MONITORS&LEATHER CASES W/ BELT LOOP
70Z04022F64950B00,CONT_AWD_70Z04022F64950B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,499855.04,499855.04,,2022-08-23,2022-08-23,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,5965,"HEADSETS, HANDSETS, MICROPHONES AND SPEAKERS",MD,CURTIS BAY,UNITED STATES,,G,1. CONTRACTOR SHALL PROVIDE THE FOLLOWING ITEM: 8120 01-550-8120 CYLINDER & VALVE ASSEMBLY REPL #551171 CLIN 2070 608 AY
70Z04025F62537B00,CONT_AWD_70Z04025F62537B00_7008_70Z04024D62301B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,471154.32,471154.32,,2025-09-01,2025-09-01,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339112,Surgical and Medical Instrument Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,CYLINDER ASSEMBLIES FOR SELF-CONTAINED BREATHING APPARATUS.
70Z04021F60906Y00,CONT_AWD_70Z04021F60906Y00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,385913.94,385913.94,,2021-08-20,2021-10-19,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,MD,CURTIS BAY,UNITED STATES,,G,DELIVERY ORDER FOR MSA PARTS
70Z04021F61044B00,CONT_AWD_70Z04021F61044B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,360472.56,360472.56,,2021-02-23,2021-04-23,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,MD,CURTIS BAY,UNITED STATES,,G,DELIVERY ORDER FOR MSA SCBA PARTS
N0010423PJC00,CONT_AWD_N0010423PJC00_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,305399.03,305399.03,,2023-05-24,2024-05-30,PURCHASE ORDER,Department of Defense,Department of the Navy,Department of Defense,334412,Bare Printed Circuit Board Manufacturing,6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,G,REFRIGERANT MONITOR
70Z02322P91250001,CONT_AWD_70Z02322P91250001_7008_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,300845.29,300845.29,,2022-08-04,2022-09-04,PURCHASE ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4210,FIRE FIGHTING EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,G,PURCHASE OF SCBAS FOR NSC 10
70Z04020F61646B00,CONT_AWD_70Z04020F61646B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,275919.93,275919.93,,2020-06-09,2020-08-14,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,G,363 SELF CONTAINED BREATHING APPARATUS (SCBA) BOTTLES FOR VARIOUS CUTTERS
N0010422PLB78,CONT_AWD_N0010422PLB78_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,275777.8,275777.8,,2022-04-28,2022-07-27,PURCHASE ORDER,Department of Defense,Department of the Navy,Department of Defense,335312,Motor and Generator Manufacturing,6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,G,"SEPA MODULE,NETWORK"
70Z04025F50052B00,CONT_AWD_70Z04025F50052B00_7008_47QSMS24D0018_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,248958.0,248958.0,,2025-09-05,2025-11-01,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339112,Surgical and Medical Instrument Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,3,A,SCBA G1 PARTS
FA500425F0019,CONT_AWD_FA500425F0019_9700_47QSMS24D0018_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,221889.07,221889.07,,2025-03-06,2025-07-11,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,339112,Surgical and Medical Instrument Manufacturing,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",AK,EIELSON AFB,UNITED STATES,3,A,SCBA EQUIPMENT
1605C422F00054,CONT_AWD_1605C422F00054_1605_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,209614.86,209614.86,,2022-09-27,2022-11-15,DELIVERY ORDER,Department of Labor,Office of the Assistant Secretary for Administration and Management,Department of Labor,315999,Other Apparel Accessories and Other Apparel Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,10,A,"ALTAIR GAS MONITORS, PART # 10125914"
70Z04023F61803B00,CONT_AWD_70Z04023F61803B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,202873.71,202873.71,,2023-03-25,2023-03-25,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,MD,CURTIS BAY,UNITED STATES,,G,1. CONTRACTOR SHALL PROVIDE VARIOUS SELF CONTAINED BREATHING APPARATUS & RELATED PARTS.
75N98019P03352,CONT_AWD_75N98019P03352_7529_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,202671.0,202671.0,,2019-09-30,2024-01-02,PURCHASE ORDER,Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,334516,Analytical Laboratory Instrument Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,MD,BETHESDA,UNITED STATES,7,A,"THIS REQUIREMENT IS FOR A FIRM FIXED PRICE PURCHASE ORDER. THE PURPOSE OF THIS CONTRACT IS TO ACQUIRE MINE SAFETY APPLIANCE (MSA) TOXGARD II FIXED GAS MONITORS OR EQUIVALENT FOR THE NATIONAL INSTITUTES OF HEALTH, DIVISION OF OCCUPATIONAL HEALTH AND S"
N0010425FYY06,CONT_AWD_N0010425FYY06_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,186762.78,186762.78,,2025-06-24,2025-11-21,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,DOOR DISPLAY MODULE
70Z04024F62120B00,CONT_AWD_70Z04024F62120B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,186736.2,186736.2,,2024-05-10,2024-05-10,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,8120,COMMERCIAL AND INDUSTRIAL GAS CYLINDERS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,G,CYLINDER & VALVE ASSEMBLY PART NO. 10127945-AP
FA857123F0009,CONT_AWD_FA857123F0009_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,177706.2,177706.2,,2022-12-21,2023-02-20,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,5680,MISCELLANEOUS CONSTRUCTION MATERIALS,GA,WARNER ROBINS,UNITED STATES,1,A,350MM SMALL WINGRIP VACUUM ANCHOR
70Z04023F61818B00,CONT_AWD_70Z04023F61818B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,173169.67,173169.67,,2023-06-20,2023-06-20,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,MD,CURTIS BAY,UNITED STATES,,G,1. CONTRACTOR SHALL PROVIDE SELF CONTAINED BREATHING APPARATUS & RELATED PARTS.
70Z04023F61807B00,CONT_AWD_70Z04023F61807B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,173052.0,173052.0,,2023-03-07,2023-06-13,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,MD,CURTIS BAY,UNITED STATES,,G,1. CONTRACTOR SHALL PROVIDE CONTROL MODULE KITS.
