award_id,generated_internal_id,recipient_name,recipient_uei,award_amount,total_obligation,potential_total_value,start_date,end_date,award_type,awarding_agency,awarding_sub_agency,funding_agency,naics_code,naics_description,psc_code,psc_description,pop_state,pop_city,pop_country,number_of_offers,extent_competed,description
70Z04020F61605Y00,CONT_AWD_70Z04020F61605Y00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,7017.6,7017.6,,2020-06-16,2020-08-17,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,G,HUD REPLACMNT KIT W/O BRACKET
SPE7M122F8062,CONT_AWD_SPE7M122F8062_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6927.52,6927.52,,2021-12-15,2022-02-14,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,VA,STANARDSVILLE,UNITED STATES,,A,8508748400!CALIBRATION CHECK K
SPE7MX23F130B,CONT_AWD_SPE7MX23F130B_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6754.2,6754.2,,2023-05-18,2023-07-17,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4310,COMPRESSORS AND VACUUM PUMPS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8509901690!PARTS KIT,AIR FILTE"
70Z02625PNSFF0006,CONT_AWD_70Z02625PNSFF0006_7008_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6750.0,6750.0,,2025-03-17,2025-03-21,PURCHASE ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,C,MSA TRAINING AND CERTIFICATION
SPE7M122F097V,CONT_AWD_SPE7M122F097V_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6704.25,6704.25,,2022-02-09,2022-05-11,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4720,HOSE AND FLEXIBLE TUBING,VA,STANARDSVILLE,UNITED STATES,,A,"8508862087!TUBING,NONMETALLIC"
SPE7MX23F4521,CONT_AWD_SPE7MX23F4521_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6654.3,6654.3,,2022-12-20,2023-02-21,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4310,COMPRESSORS AND VACUUM PUMPS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8509600345!PARTS KIT,AIR FILTE"
SPE7MX23F4517,CONT_AWD_SPE7MX23F4517_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6652.38,6652.38,,2022-12-20,2023-02-21,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8509600329!ALARM,AUDIO-VISUAL"
SPE7MX25F2285,CONT_AWD_SPE7MX25F2285_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6643.8,6643.8,,2024-11-14,2025-02-12,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4720,HOSE AND FLEXIBLE TUBING,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8511016318!TUBING,NONMETALLIC"
SPE7MX23F3137,CONT_AWD_SPE7MX23F3137_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6559.5,6559.5,,2022-12-15,2023-02-13,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8509556681!CALIBRATION CHECK K
SPE7MX22F746P,CONT_AWD_SPE7MX22F746P_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6559.5,6559.5,,2022-09-16,2022-11-15,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8509403930!CALIBRATION CHECK K
SPE7MX23F037J,CONT_AWD_SPE7MX23F037J_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6448.8,6448.8,,2023-04-13,2023-07-12,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4720,HOSE AND FLEXIBLE TUBING,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8509826205!TUBING,NONMETALLIC"
70Z04021F60959B00,CONT_AWD_70Z04021F60959B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6395.1,6395.1,,2021-09-07,2021-11-06,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,MD,CURTIS BAY,UNITED STATES,,G,DELIVERY ORDER FOR MSA SCBA PARTS.
SPE7M225F0066,CONT_AWD_SPE7M225F0066_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6335.4,6335.4,,2025-03-23,2025-05-22,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4940,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8511266680!PARTS KIT,REFRIGERA"
SPE7MX24F340M,CONT_AWD_SPE7MX24F340M_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6311.61,6311.61,,2024-08-15,2024-11-14,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4720,HOSE AND FLEXIBLE TUBING,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8510826061!TUBING,NONMETALLIC"
SPE7M225F0046,CONT_AWD_SPE7M225F0046_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6311.61,6311.61,,2025-02-20,2025-05-21,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4720,HOSE AND FLEXIBLE TUBING,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8511199360!TUBING,NONMETALLIC"
SPE7M124F2609,CONT_AWD_SPE7M124F2609_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6311.61,6311.61,,2024-05-16,2024-08-14,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4720,HOSE AND FLEXIBLE TUBING,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8510637547!TUBING,NONMETALLIC"
SPE7L124F5187,CONT_AWD_SPE7L124F5187_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,6303.92,6303.92,,2024-03-15,2024-05-14,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4310,COMPRESSORS AND VACUUM PUMPS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8510510896!PARTS KIT,AIR FILTE"
SPE7MX25F0767,CONT_AWD_SPE7MX25F0767_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,5856.76,5856.76,,2024-10-17,2024-12-16,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8510960973!CALIBRATION CHECK K
SPE7M424F1863,CONT_AWD_SPE7M424F1863_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,5662.36,5662.36,,2024-09-27,2025-04-25,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4310,COMPRESSORS AND VACUUM PUMPS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8510922144!FILTER ELEMENT,INTA"
47QSWA21F3QYS,CONT_AWD_47QSWA21F3QYS_4732_47QSWA19A000A_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,5646.0,5646.0,,2021-04-20,2021-05-20,BPA CALL,General Services Administration,Federal Acquisition Service,General Services Administration,315999,Other Apparel Accessories and Other Apparel Manufacturing,8405,"OUTERWEAR, MEN'S",PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,SAFETY HELMET
N6931623F0012,CONT_AWD_N6931623F0012_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,5622.14,5622.14,,2023-07-05,2023-08-11,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,MS,PASCAGOULA,UNITED STATES,1,A,MSA 5X CALIBRATION GAS
33312921P00458715,CONT_AWD_33312921P00458715_3300_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,5210.0,5210.0,,2021-06-04,2021-06-11,PURCHASE ORDER,Smithsonian Institution,Smithsonian Institution,Smithsonian Institution,561210,Facilities Support Services,4240,SAFETY AND RESCUE EQUIPMENT,DC,WASHINGTON,UNITED STATES,1,F,GAS MONITOR INSTALLATION SERVICE-NMAH
SPE7MX23F0964,CONT_AWD_SPE7MX23F0964_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,5159.04,5159.04,,2022-10-20,2023-01-18,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4720,HOSE AND FLEXIBLE TUBING,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8509478791!TUBING,NONMETALLIC"
SPE7MX22F672L,CONT_AWD_SPE7MX22F672L_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,5159.04,5159.04,,2022-08-31,2022-11-30,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4720,HOSE AND FLEXIBLE TUBING,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8509356171!TUBING,NONMETALLIC"
SPE7MX23F243Q,CONT_AWD_SPE7MX23F243Q_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,5104.66,5104.66,,2023-07-13,2023-10-02,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8510008565!CALIBRATION CHECK K
33313221P00455683,CONT_AWD_33313221P00455683_3300_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,5096.0,5096.0,,2021-03-22,2021-03-29,PURCHASE ORDER,Smithsonian Institution,Smithsonian Institution,Smithsonian Institution,561210,Facilities Support Services,4240,SAFETY AND RESCUE EQUIPMENT,DC,WASHINGTON,UNITED STATES,1,G,"REFRIGERANT MONITORS CALIBRATIONS FOR CHM, NMAI-NY & CROZIER"
SPE7M121F606A,CONT_AWD_SPE7M121F606A_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,4979.48,4979.48,,2021-09-25,2021-11-24,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,VA,STANARDSVILLE,UNITED STATES,,A,8508561663!CALIBRATION CHECK K
SPE7MX24F256H,CONT_AWD_SPE7MX24F256H_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,4710.3,4710.3,,2024-07-18,2024-09-16,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8510761892!CALIBRATION CHECK K
SPE7M121F473S,CONT_AWD_SPE7M121F473S_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,4526.8,4526.8,,2021-08-24,2021-12-31,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,VA,STANARDSVILLE,UNITED STATES,,A,8508448386!CALIBRATION CHECK K
SPE7MX23F129R,CONT_AWD_SPE7MX23F129R_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,4176.54,4176.54,,2023-05-18,2023-07-17,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8509901463!CALIBRATION CHECK K
SPE7M122F4494,CONT_AWD_SPE7M122F4494_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3913.17,3913.17,,2021-10-15,2021-12-14,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4940,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,VA,STANARDSVILLE,UNITED STATES,,A,"8508619785!SERVICE KIT,REFRIGE"
SPE7L124F4092,CONT_AWD_SPE7L124F4092_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3858.32,3858.32,,2024-02-15,2024-04-15,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8510448960!ALARM,AUDIO-VISUAL"
N0010425FYY07,CONT_AWD_N0010425FYY07_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3858.24,3858.24,,2025-08-08,2025-12-08,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",4940,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,"PARTS KIT,REFRIGERA"
SPE7MX23F9224,CONT_AWD_SPE7MX23F9224_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3712.48,3712.48,,2023-03-16,2023-05-31,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8509766235!CALIBRATION CHECK K
SPE7L124F4048,CONT_AWD_SPE7L124F4048_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3712.48,3712.48,,2024-02-15,2024-04-15,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8510447997!CALIBRATION CHECK K
SPE7L124F1394,CONT_AWD_SPE7L124F1394_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3712.48,3712.48,,2023-11-17,2024-01-16,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8510274610!CALIBRATION CHECK K
SPE7M122F079E,CONT_AWD_SPE7M122F079E_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3513.84,3513.84,,2022-02-02,2022-04-04,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4310,COMPRESSORS AND VACUUM PUMPS,VA,STANARDSVILLE,UNITED STATES,,A,"8508845380!PARTS KIT,AIR FILTE"
SPE7M124F2944,CONT_AWD_SPE7M124F2944_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3426.71,3426.71,,2024-06-14,2024-08-13,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8510698499!ALARM,AUDIO-VISUAL"
SPE7M122F218W,CONT_AWD_SPE7M122F218W_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3339.36,3339.36,,2022-02-25,2022-06-27,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4310,COMPRESSORS AND VACUUM PUMPS,VA,STANARDSVILLE,UNITED STATES,,A,"8508904144!FILTER ELEMENT,INTA"
SPE7MX22F130H,CONT_AWD_SPE7MX22F130H_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3293.22,3293.22,,2022-03-23,2022-05-23,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,VA,STANARDSVILLE,UNITED STATES,,A,"8508968441!ALARM,AUDIO-VISUAL"
SPE7MX22F598S,CONT_AWD_SPE7MX22F598S_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3200.47,3200.47,,2022-08-11,2022-10-11,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8509304911!CALIBRATION CHECK K
SPE7MX22F436V,CONT_AWD_SPE7MX22F436V_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3200.47,3200.47,,2022-06-16,2022-08-31,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8509177154!CALIBRATION CHECK K
70Z04020F61673B00,CONT_AWD_70Z04020F61673B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3162.04,3162.04,,2020-09-08,2020-11-08,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,MD,CURTIS BAY,UNITED STATES,,G,DELIVERY ORDER FOR CYLINDER AND VALVE ASSEMBLIES
47QSWA21F847U,CONT_AWD_47QSWA21F847U_4732_47QSWA19A000A_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3092.1,3092.1,,2021-09-29,2021-10-29,BPA CALL,General Services Administration,Federal Acquisition Service,General Services Administration,315999,Other Apparel Accessories and Other Apparel Manufacturing,8405,"OUTERWEAR, MEN'S",PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,SAFETY HELMET
70Z03825PP0000015,CONT_AWD_70Z03825PP0000015_7008_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3062.0,3062.0,,2024-12-12,2024-12-20,PURCHASE ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,J020,MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,G,SITE VISIT TO REPROGRAM AND CALIBRATE SENSORS
SPE7MX24F256G,CONT_AWD_SPE7MX24F256G_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3060.36,3060.36,,2024-07-18,2024-09-16,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8510761855!ALARM,AUDIO-VISUAL"
47QSWA21F844J,CONT_AWD_47QSWA21F844J_4732_47QSWA19A000A_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,3003.0,3003.0,,2021-09-29,2021-10-29,BPA CALL,General Services Administration,Federal Acquisition Service,General Services Administration,315999,Other Apparel Accessories and Other Apparel Manufacturing,8405,"OUTERWEAR, MEN'S",PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,SAFETY HELMET
47QSWA21F8469,CONT_AWD_47QSWA21F8469_4732_47QSWA19A000A_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,2917.2,2917.2,,2021-09-29,2021-10-29,BPA CALL,General Services Administration,Federal Acquisition Service,General Services Administration,315999,Other Apparel Accessories and Other Apparel Manufacturing,8405,"OUTERWEAR, MEN'S",PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,SAFETY HELMET
70Z04021PP4504600,CONT_AWD_70Z04021PP4504600_7008_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,2740.0,2740.0,,2021-06-22,2025-01-28,PURCHASE ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,561210,Facilities Support Services,R499,SUPPORT- PROFESSIONAL: OTHER,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,G,MSA C.A.R.E. BASIC AND TRAIN THE TRAINER CLASS QUICK TURNAROUND ITEM DUE TO TIMING WITH MSA
SPE7M122F056Y,CONT_AWD_SPE7M122F056Y_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,2716.08,2716.08,,2022-01-21,2022-03-22,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,VA,STANARDSVILLE,UNITED STATES,,A,8508822035!CALIBRATION CHECK K
70Z04023F61824B00,CONT_AWD_70Z04023F61824B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,2497.13,2497.13,,2023-08-16,2023-08-16,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,G,"1. CONTRACTOR SHALL PROVIDE HUD MUNTING BRACKET KIT NSN 4240 01 621 2244, PART NO. 10095324, CLIN 3058"
SPE7MX23F7909,CONT_AWD_SPE7MX23F7909_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,2475.5,2475.5,,2023-02-22,2023-04-24,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8509717749!ALARM,AUDIO-VISUAL"
70Z04021F60875B00,CONT_AWD_70Z04021F60875B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,2371.53,2371.53,,2021-01-06,2021-03-06,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,MD,CURTIS BAY,UNITED STATES,,G,DELIVERY ORDER FOR CLINDER VALVE & ASSEMBLY
